article_id,newspaper_name,publishing_date,page_number,article_title,transcription_gt,ocr_raw
634,Duta Masjarakat,1965-07-14,2,Upatjara2 Maulud Masdjid AN NUR Djaripetamburan,                                                                             Pada utpajara ini akan memberikan amanat JM. Menteri Negara Aminuddin Asia.,"Pada upatjara ini @kan Mem
berikan amanat JM Menteri
Negara Aminuddin Aas."
635,Duta Masjarakat,1965-07-14,2,Upatjara2 Maulud Masdjid AN NUR Djaripetamburan,"                                                                                 Atjara hiburan adalah drama satu babak DO'A karya sahabat Bachrawi Sanusi Bac, dan diadakan pula kupon berhadiah. ","Atjara hibyran adajan dra
ma satu babak DO'A karya
sahabat Bachrawi Sanus Bec,
dan diadakan pula kypon ber
hadiah"
636,Duta Masjarakat,1965-07-14,2,Kongres ke-X SB Postel di Djakarta,"Djakarta, 14 Djuli (DM), Panitia Kongres ke X SB Postel jang telah dibentuk sebulan jang lalu di Djakarta mengabarkan bahwa kongres ke X SB POSTEL akan diadakan di Djakarta mulai tgl 18 sampai dengan 28 Djuli jad.","Djakarta, 14 Djuti (DM)
-Panitis Kongres ke X SB
Postel jang telah dibentuk se
bulan jang latu di Djakarta
mengabarkan bahwa Kongres
ke X SB POSTEL akan diada
kan di Djakarta mulai tgi. 18
sampa! dengan 23 Djuli jad ."
637,Duta Masjarakat,1965-07-14,2,Kongres ke-X SB Postel di Djakarta,                                                                          Kongres ini akan didahului sidang DPP (Pleno) SB Postel pada tanggal 16 dan 17 Djuli menurut Panitia Kongres ini akan dihadiri oleh i.k. 800 utusan dari seluruh pelosok tanah air termasuk utusan dari Irian Barat.,"Kongres ini akan didahului
“dang DPP (Pleno) 3B Ponte!
sada tanggal 19 dan 17 Djuji
Menuryt Panitia Kongres ini
akan dihadiri oleh Ik, 600 u-
tusan dari sejuruh pelosok tu
nah air termasuk utysan dar
Irian Barat."
638,Duta Masjarakat,1965-07-14,2,Kongres ke-X SB Postel di Djakarta,"                                                                                                      Adapun tema Kongres ini adalah ""DENGAN TRISAKI TAVIP MELAKSANAKAN PATRIOTISME DIBIDANG POS & TELEKOMUNIKASI"".","Adapyn tema Kongres ini
adalah DENGAN TRISAKTI
TAVIP  MELAKBANAKAN
PATRIOTISMA  DIBIDANG"
641,Duta Masjarakat,1965-07-14,2,GUBERNUR KDH DJABAR: Berimanlah kepada Allah Kembangkan Agama Islam,"Bandung, 12-7 (Antara), Pada Tabligh Akbar Maulid Nabi di Alun2 Bandung Minggu kemarin Gubernur Kepala Daerah Djawa Barat, Brigdjen","Bandung, 12-7 (Antara)
Pada Tabligh Akbar Maulud
Nabi di Alung Bandung Ming
gu kemarin Gubernur Kepala
Daerah Djawa Barat, Brigdjen"
643,Duta Masjarakat,1965-07-14,2,GUBERNUR KDH DJABAR: Berimanlah kepada Allah Kembangkan Agama Islam,                                                                                                                                                      Diharapkan oleh gubernur Mashudi agar ummar Islam disamping itu djuga bertjihas dan berdjuang dengan bersatu-padu untuk meningkatkan ketahanan revolusi dan menghadapi kaum nekolim jg dewasa ini sedang meronrong revolusi bangsa Indonesia.,"Diharapkan oleh
Mashudi, agar ummat
disamping Itu , djnga
thad dan berdjuang dengan
bersatu-padu antuk meningkat
kan ketahanan revolusi dan
menghadapi kaum nekelim jg
dewaan ini sedang merongrang
revolun bangsa Indonesia.

if"
644,Duta Masjarakat,1965-07-14,2,GUBERNUR KDH DJABAR: Berimanlah kepada Allah Kembangkan Agama Islam,"                                                                                                                                                                                                       Tabligh Akbar Maulid Nabi minggu ini dihadiri oleh beribu2 ummat Islam. Selain Gubernur Mashudi jang berbitjara atas nama Septa Tunggal Djawa Barat, berbitjara djuga Umar Saleh, anggauta BPH Djawa Barat jang mewakili orpol dan ormas Islam Djawa Barat dan Umar Mansjur jang mewakili Menko Urusan Agama jang berhalangan datang. Sebelum rapat berachir dibatjakan Ikrar Bersama orpol dan ormas Islam jang berisi kebulatan tekad ummat Islam didaerah Djawa Barat. Sehari sebelumnja, Sabtu sore telah dilangsungkan pawai akbar jang pandjang sekali dan memakan waktu 2 djam.","Tabligh Akbar Maujud Na-
bi Minggu pagi dihadiri oleh
beribu2 ummat Islam. Selain
Gubernur Mashudi jang berbi
tjara atas nama Sapia Tung-
gal Djawa Barat, berbitjare
djuga Umar Sach, anggauta
BPH Djawa Barat jang mewa
kih orpol dan ormas Islam Djs
wa Barat dan Umar Mansjur
jang mewakili Menko Urusan
Agama jang berhalangan da
tang. Sebejum rapat berachi:
dibujakan Ikrar Bersama or
pol dan ormas Islam jang ber
si kebulatan tekad umma |
lam didaerah Djawa Barat. Se
hari sebelumnja, Sabru sore te
tah dilangsungkan pawai akbai
jang pandjang sekali dan me
makan waktu ? djam."
645,Duta Masjarakat,1965-07-14,2,GUBERNUR KDH DJABAR: Berimanlah kepada Allah Kembangkan Agama Islam,                                                     Kembangkan adjaran2 Bung Karno dan sukseskan pembangunan -,"Kembangkan — adjaranZ
Bung Karno dan sukses-
kan pembangunan"
646,Duta Masjarakat,1965-07-14,2,GUBERNUR KDH DJABAR: Berimanlah kepada Allah Kembangkan Agama Islam, Gubernur Mashudi dalam amanatnja itu dengan pandjang-lebar2 munguraikan peranan agama Islam baik terhadap pemerintahan maupun terhadap pembangunan.,"Gubernur Mashudi dalam
amanatnja itu dengan pan-
djang-lebar? menguraikan pera
nan agama Islam balk terha
dap pemerintahan maupun te:
hedap pembangunan,"
647,Duta Masjarakat,1965-07-14,2,GUBERNUR KDH DJABAR: Berimanlah kepada Allah Kembangkan Agama Islam,"                                                     Dalam hubungan dengan pembangunan, Gubernur Mashudi mengandjurkan agar ummat Islam dan seluruh lapisan masjarakat mensukseskannja karena dalam pola pembangu","Dalam hubungan denga:
pembangunan, Gubernur Mas
hud; mengandjurkan agar um-
mat Islam dan seluruh lapisan
masjarakat — mensukseskannje
karena dalam pola pembangu"
649,Duta Masjarakat,1965-07-14,2,GUBERNUR KDH DJABAR: Berimanlah kepada Allah Kembangkan Agama Islam,"                                                                                               Dikemukakan djuga tentang keharusan ummat Islam untuk mengembangkan dan mengamalkan adjaran2 Bung Karno Pemimpin Besar Revolusi kita untuk mentjapai masjarakat Sosialisma Indonesia. Demikian antara lain amanat Gubernur Kepala Daerah Djawa Barat, Brigdjen Mashudi.","Dikemukakan djuga tentang
keharusan ummat Islam untu!

mengembangkan dan menga
malkan adjaran3 Bung Karno.
Pemimpin Besar Revolusi kita
untuk mentjapai masjarakat
Sosjalisma Indonesia. Demik :-
an antara lain amanat Guber
nur Kepala Daerah Djawa Ba
rat, Brigdjen Mashudi."
650,Duta Masjarakat,1965-07-14,2,GUBERNUR KDH DJABAR: Berimanlah kepada Allah Kembangkan Agama Islam,"                                                                                                                                                                       Berimanlah kepada Allah Umar Saleh jang berbitjara atasnama ummat Islam Djawa Barat, telah menguraikan tentang pribadi Rasulullah sebagai Pemimpin Besar Revolusi ummat manusia dan tentang agama Islam jang dibawanja.","Berimaniah kpd Allah
Umar Saleh jang berbitjar»
atasnama ummat Islam Dje

gi ummat manusia dan tentan’
agama Islam jang dibawanje"
651,Duta Masjarakat,1965-07-14,2,GUBERNUR KDH DJABAR: Berimanlah kepada Allah Kembangkan Agama Islam,"                                                   Berbitjara tentang agama Islam, Ummar Saleh mengemukakan bahwa Islam itu adalah suatu agama, tetapi djuga Islam itu adalah satu doktrin, satu adjaran abadi bagi ummat, djuga dalam menjelesaikan revolusinja. Dan agama Islam bukan agama achirat, tetapi Islam adalah agama untuk mengatur hidup dunia sekarang. Diachirat tidak wadjib sholat, tidak wadjib puasa, tidak wadjib taqwa dan tidak wadjib berjihad.","Berbitjara tentang agama Ii
lam, Umar Saleh mengemukr
kan bahwa Islam itu adalah
suatu agama, tetapi djuga Is
lam itu adalah satu doktrin

Islam bukan agama achirat

tetapi Islam adalah agama ur

tuk mengatur hidup dunia «

karang. Diachirat tidak wi

Ajib sholat, tidak wadjib puase

tidak wadjib tagwa dan tidal
| wadjib berdjihad."
652,Duta Masjarakat,1965-07-14,2,GUBERNUR KDH DJABAR: Berimanlah kepada Allah Kembangkan Agama Islam,"                                                                                                                                                                                        Tentang keharusan kita beriman kepada Allah, Umar Saleh menandakan bahwa orang jang tidak beriman kepada Allah adalah orang jang nol, orang jang kosong tidak berisi.","Tentang keharusan kita ber
iman kepada Allah, Umar Ba
leh menandaskan bahwa Orang
jang tidak beriman kepada A!
lah adalah orang jang nol,
orang jang kosong tidak beri
oi, 4"
654,Duta Masjarakat,1965-07-14,2,Pendidikan,"LAGI BEASISWA DARI MIPI, Bandung, 14-7 (DM) -","LAGI BEASISWA DAR/ MIPi
Bandung, 147 (DM)"
655,Duta Masjarakat,1965-07-14,2,Pendidikan," Lembaga Geologi dan Pertambangan Nasional (National Institute of Geology and Mining -NIGM) salah satu bagian dari Madjelis Ilmu Pengetahuan Indonesia (MIPI) telah memberikan beasiswa kepada beberapa orang mahasiswa dari Bagian Tambang ITB jaitu Saudara Mohammad Surjadi, Karjono, Rusnandar, Juli Usman dan Wahjudin. Demikian keterangan dari NIGM.","Lembaga Geologi dan Per
tambangan Nasional (National
Institute of Geology and Mi
ning — NIGM) salah satu ba
gian dari Madjelia Ilmu Pe
ngetahuan Indonesia (MIPI)
telah memberikan beasiawa ke
pada beberapa orang Mahasis
we dari Bagian Tambang Iii:
jaitu Saudara Mohamad Kurja
di, Karjono, Rusnandar: Juli
Usman dan Wahjudin, Demiki
an keterangan dari NIGM.—

(hun)"
656,Duta Masjarakat,1965-07-14,2,Pipa pesawat SEDIATMO,"Bandung, 10-7 (Antara).","Bandung, 10-7 (Antara)."
657,Duta Masjarakat,1965-07-14,2,Pipa pesawat SEDIATMO," Untuk memenuhi kebutuhan akan air di Projek Besi badja ,,Trikora"" di Tjelegon sekarang telah dipasang pipa-pesat jang pandjangnja 40 km dan jang sanggup mengalirkan air sebanjak 800 liter per detik. Demikian dikabarkan oleh ITB.","Untuk memenuhi kebutuhan
akan air di Projek Besi. badja
„Trikoru” di Tjelegon sekarang
telan dipasang pipa-pesat jang
pandjangnja 40 km dun jang
sanpgup mengalirkan air seba
njak liter ver detik, Demi
kian dikabarkan oleh ITB."
658,Duta Masjarakat,1965-07-14,2,Pipa pesawat SEDIATMO,"                                                                                                                                                                                                                                                                                                                       Pipa pesat jang dibuat itu ialah jang dikenal sebagai ""pipa pesat Sudiatmo"" Seperti pernah dikabarkan Prof. Ir. Sediatmo menemukan konstruksi para achil waberstaatbouwkunde di Rio de Janeiro telah dicheck kekuatannja.","Pipa.pesat jang dibuat, itu In
Jah jang dikenai sebagai “pipe
pesat Bediatmo' Seperti per
nah dikabarkan. Prof Ir Sediat
mo menenyviltan konstruksi pa
ra achli waberstaatbouwkunde
4i Rio de Janeiro telah dicheck
kekuatannja"
659,Duta Masjarakat,1965-07-14,2,Pipa pesawat SEDIATMO,"                                                                                                                                                                                                                                                                                                                                                                            Pipa pesat jang merupakan patent dari Prof Ir. Sudiatmo itu bergaris tengah 1 meter dan mempunjai konstruksi istimewa, jakni dinding disebelah dalamnja terbuat dari badja jg tebalnja hanja 3 milimeter. Diluarnja dilindungi  oleh dinding badja lagi setebal 5-8 intji dan mempunjai baud2 jang sanggup menambah tekanan sebesar 12 atmosfir. ","Pipa pesat jang merupakan
patent dari Prof Ir Sediatmo
itu bergaris tengah 1 meter
dan mempunjai konstruksi inti
mewa, jakni dnding disebelah
dalamnja terbuat dari badja jg
tebalnja hanja 3 milimeter. Di
luarnja dilapisi dengan beton
jang dilindungi oleh dinding ba
dja lagi setebal 5-8 intji dan
mempunjai.baud2 jang ang
gip menambah tekanan ""be
sar 1? atmosfir."
661,Duta Masjarakat,1965-07-14,2,Berdasarkan Iman dan Taqwa Kepada Allah Ummat Islam Lampung Tengah menjatakan kebulatan tekad.," 1) Berdiri difront terdepan dibawah Komando Presiden Pemimpin Besar Revolusi Bung Karno Pahlawan Islam dan Kemerdekaan untuk melaksanakan segala amanat, komando2, dan adjaran2 beliau dalam menjelesaikan Revolusi Indonesia,","dibawah Komando Presiden)
Pemimpin Besar Revolusi
Bung Karno Pahlawan Islam
dan Kemerdekaan, untuk me
laksanakan segala amanat, ko
mando2, dan adjaran? beliau
dalam menjelesaikan Revolusi
Indonesia."
662,Duta Masjarakat,1965-07-14,2,Berdasarkan Iman dan Taqwa Kepada Allah Ummat Islam Lampung Tengah menjatakan kebulatan tekad.," 2) Patuh dan ttat setia dibawah Komando Presiden Pemimpin Besar Revolusi Pangllima Tertinggi Angkatan Bersendjata/Sesepuh Agung Pemerintah/Pahlawan Islam dan Kemerdekaan Bung Karno, untuk meningkatkan revolusi dan siap siaga untuk menghantjur-leburkan musuh2 Revolusi Indonesia, terutama kapitalisme, imperialisme, kolonialisme, neo-kolonialisme dan untuk mem","2. Patuh dan taat setia Gibg
wah Komando Presiden /Pemirmn
pin Besar Revotusi Pangtimu
Tertinggi Angkatan Bersendjs
ta'Sesepuh Agung Pemerintah:
Pahlawan Islam dan Kemerde
kaan Bung Karno, untuk me
ningkatkan Revolusi Gan sap
siaga untuk menghantjur-lebur
kan musuh2 Revolusi Indone
ma, terutama Kapitalisma, Im
perialisma, Kolonialisma, Neo
Kolonialisma dan untuk men"
664,Duta Masjarakat,1965-07-14,2,Berdasarkan Iman dan Taqwa Kepada Allah Ummat Islam Lampung Tengah menjatakan kebulatan tekad.," 4) Dengan iman jang merabadja serta tawqa kepada Allah Swt, barisan kesatuan Ummat Islam tanpa gentar akan terus berdjuang untuk menggali Api Islam dan menjebarkan sjiar da'wah Islamijah kesegenap pendjuru sesuai dengan adjaran Nabi Besar Muhammad Saw dan sesuai dengan amanat Pemimpin Besar Revolusi Bung Karno bahwa kemadjuan Agama Islam lentjeng kematian bagi Nekolim.","dja serta tagwa kepada Allah
#vt, barisan kesatuan Ummat
Islam tanpa gentar Akan terus
berdjuang untuk menggal'
Api Islam dan menjebarkan
‘spar da'wah Islamijah kane
genap pendjuru sesuai dengan
ajaran Nabi Besar Muham-
mad Saw, Dan sesuai dengan
amanat Pemimpin Besar Revo
just Bung Karno bahwa kema
Gjuan Agama Isiam lontjeng
kematian bagi Nekolim."
666,Duta Masjarakat,1965-07-14,2,Berdasarkan Iman dan Taqwa Kepada Allah Ummat Islam Lampung Tengah menjatakan kebulatan tekad.," H. Mohd Idham Ketua Madjelis Ulama Lampung Tengah, dan H. Munir Mulkan Ketua","H. Mohd Idham Ketua Madje
tis Ulama Lampung Tengah
dan H Munir Mulkan Ketus"
669,Duta Masjarakat,1965-07-14,2,REVOLUSI TERBESAR DI DUNIA, Baru2 ini oleh Panitya Pekan Maulid di Semarang telah diadakan Tabligh Akbar ditempat di Sekolah Pelajaran Semarang jang dikundjungi oleh pedjabat2 Sat Tungga Djawa Tengah dan masjarakat Islam di Semarang.,"Baru? ini oleh Panitya Px
kan Maulud di Semarang teia:.
diadakan Tabligh Akbar be:
tempat di Sekolah Pelajaran
Semarang jang dikundjung
oleh pedjabatä Sat Tungge
Djawa Tengah dan masjars
Lat Islam di Semarang."
671,Duta Masjarakat,1965-07-14,2,Lebih Madjulah Dalam Segala Gerak Langkah Kita: Menko Idham Chalid Didepan Djema'ah Hadji Irian Barat,"Djakarta, 14-7 (DM) - Kita sama mengerti bahwa beratus tahun jang lalu kita bangsa Indonesia berada dalam tekanan disegala bidang oleh Imperialis Belanda. tetapi sekarang ini kita mengutjapkan sjukur kehadirat ilahi, karena negara kita jang berdasarkan Pantjasila hidup dalam terbabas. Demikian KH. Dr. Idham Chalid kemaren pagi di Djalan Mangunsakoro 51, dihadapan romobongan Djema'ah Hadji Irian Barat jang baru kembali ke Indonesia, dari mendjalankan kewadjiban hadji ke Tanah Sutji.","I jakarta M-7 (DM) —

Kita sama mengerti bahwa
beratus tahun jang lalu kita
bangsa Indonesia berada da
lam tekanan disegaja bidang
olen imperiale Bejanda, tetapi
sekarang Ini kita mengutjap
kan Sjukur kehadirat Lahu,
karena negara kita jang ber

Dr. Idham Chalid kemaren pa
gi d Djalan Mangursakore
51 dihadapan rombongan Dje
ma'ah Hadji Irian Barat jang
baru kembaji ke Indonesia da
ri mendjalankas — kewadjiban
hadji ke Tanah Sutji"
672,Duta Masjarakat,1965-07-14,2,Lebih Madjulah Dalam Segala Gerak Langkah Kita: Menko Idham Chalid Didepan Djema'ah Hadji Irian Barat,"                    Ditandaskan bahwa kitapun bebas mengerdjakan serta mengamalkan ibadan dengan hakikat agama Islam dan sjari'atnja, maka hendaknja kita lebih madju lagi dalam segala gerak langkah kita jang dididhai ilahi.","Ditangaskan bahwa kitapun
bebas mengerdjakan serta me
ngumalkan ibadah dengan he
kikut Agama Islam dan sjari
'atuja, maka hendaknja kita
lebih madjy lagi dalam segaja
perak Inngkah kita jang diri
djahi Ilahi,"
674,Duta Masjarakat,1965-07-14,2,Lebih Madjulah Dalam Segala Gerak Langkah Kita: Menko Idham Chalid Didepan Djema'ah Hadji Irian Barat,"                                                                                                                                                              Walaupun dari Irian Barat jang mendjalankan ibadah haji tahun ini hanja sedikit, tetapi sangat besar artinja bagi Irian Barat dikemudian hari.","Walaupun dari Irian Barat
jang mendjajankan Ibadah ha
dji tahun ini hanja sedikit, te
tapi sangat besar artinja bagi
Irian Barat dikemudian hari."
675,Duta Masjarakat,1965-07-14,2,Lebih Madjulah Dalam Segala Gerak Langkah Kita: Menko Idham Chalid Didepan Djema'ah Hadji Irian Barat,"                                                                                                                                                                                                                                          Harus tersimpan dalam djiwa - Sesudah jemaah hadji menunaikan sesuatu jangseharusnja tersimpan didalam djiwa rohaninja, segala keinsjafan beribadat kesulitan pribadinja untuk mengabdi pada Tuhan JME.","Harus tersimpan da
lam djiwa
Benydah djemaah hadji me

menunaikan sesyatu jang ti
haruanja tersmpan didalam
djwa roharinja segaja keinsja
fan beribadat kesutflan priba
dinja untuk mengabdi pada
Tyhan JME."
676,Duta Masjarakat,1965-07-14,2,Lebih Madjulah Dalam Segala Gerak Langkah Kita: Menko Idham Chalid Didepan Djema'ah Hadji Irian Barat,"                                                                                       Mungkin, selama di Mekkah menunaikan ssuau jang tidak bersesuaian dengan perbuatan orang2 Muslim, tetapi itu djangan dianggap semuanja begitu, melainkan oerbuatan pribadi orang tersebut.","Mungkin selama d Mekkah
menunaikan sesuaty jang U
dak bersesuaian dengan per
buatan orang2 Mysim, tetapi
tu djangan dengeap semunja
begitu. melkunkan perbuatan
pribadi orang tersebut."
677,Duta Masjarakat,1965-07-14,2,Lebih Madjulah Dalam Segala Gerak Langkah Kita: Menko Idham Chalid Didepan Djema'ah Hadji Irian Barat,"                                                                                                   Pada achirnja diterangkan bahwa djanganlah terpengaruh oleh anggapan setengah orang jang mengatakn bahwa tidak ada uubahnja ber-Hadji itu seolah2 berdarmawisata belaka. Kita harus ingat bahwa berhadji itu memerlukan pengorbanan dan beribadah. Banjak udjian godaan dan ber-matjam2 rintangan kita terima dan lalui dengan sengaja ketabahan dan penuh keimanan, sehingga kemenangan ada ditangan kita.","Pada achurnja diterangkan,
bahwa djanganlah terpengaruh
oleh anggapan setengah orang
jang Mengatakan bahwa tidak
ada ybahnja ber-Hadfi du se
olah4 berdarmawisatn belaxa

udjian godaan dan er-matjamâ
rintangan kita terima dan Ia
lui dengan segaki ketabahan
dan penuh keimanan, @hiog
ga kemenangan ada ditangan
kita, .."
678,Duta Masjarakat,1965-07-14,2,G.P. Ansor Lampung Tengah adakan T.C,"Djakarta, 14-7 (DM) -",Djakarta 14-7 (DM)
679,Duta Masjarakat,1965-07-14,2,G.P. Ansor Lampung Tengah adakan T.C," Sedjak tanggal 1 sampai dnegan tanggal 15 Djuli 1965 besok di Lampung tengah Ntero, oleh Gerakan Pemuda Ansor telah diadakan Training Centre (TC). Dan TC ini diikuti oleh 64 orang jang terdiri dari Fatajat, Muslimat, dan tiap2 anak tjabang telah mengirimkan 4 orang Pemuda Ansor, antara lain dari katjamatan Kaliredjo, Trumurdjo dan Kota Radja.","Sediak tanggal 1 sampai de
ngan tanggal 15 Djuli 1905 be
sok di Lampung Tengah Met
ro, cleh Gerakan Pemuda An
cor telah diadakan Trasing -
Centre (TC), Dan TC ini diiku
ti oleh 64 orang jang terdiri
dari Fatajat, Muslimat, dar
tap? anak tjabang telah mr
ngirimkan 4 orang Pemuda
Ansor, antara lain dari katje
matan Kaliredjo, Trimurdjc
dan Kota Radja."
680,Duta Masjarakat,1965-07-14,2,G.P. Ansor Lampung Tengah adakan T.C,"                         Training Centre ini dilangsungkan di Wisma Baduri Metro, dan mata peladjaran jang diberikannja tentang Ismologie, persoalan hukum, tatanegara; dan perkoperasian. Sedangkan tenaga pengadjarnja dalam TC tsb terdiri dari Missi Islam dari Djakarta. Pedjabat2 Pantja Tunggal setempat; serta pedjabat2 pemerintah daerah lainnja.","Traning-Cetitre imi dilang-
tungkan di Wisma Biduri Mer

diberikannja tentang Ismolo
gie, persoalan hukum, Tatane
gara, dan per-koperasian. Re
Gangkan tenaga pengadjarnja
dalam TC tsb terdiri dari Mis
si Idam dari Djakarta. Pendja
bat? Pantja Tunggal setempat:
serta pendjabat2 pemerintah
Caerah lamnja."
681,Duta Masjarakat,1965-07-14,2,G.P. Ansor Lampung Tengah adakan T.C,                                                                                        Dalam hubungan ini djuga menurut rentjana di Lampung Tengah Metro oleh Gerakan Pemuda Ansor akan diberntuk Barisan Serba Guna dalam rangka peningkatan Dwikora dan barisan serba guna ini akan dilatih dengan Kodim setempat. (MR),"Dalam hubungan ini djuga
menurut rentjana di Lampung
Tenggh Metro oleh Gerakan
Pemuda Ansor akan dibentuk
Barisan Serba Guna dalam
rangka peningkatan Dwikora
Dan ' barisan serba guna Mi
akan dilatih dengan Kodim se
tempat. (MR)."
682,Duta Masjarakat,1965-07-14,2,Maulid Di Al-Azhar,"Djakarta, 13-7 (DM) -","Djakarta, 13-7 (DM)"
683,Duta Masjarakat,1965-07-14,2,Maulid Di Al-Azhar, Di Mesdjid Agung Al-Azhar minggu malam jl telah diadakan Rapat Akbar dalam rangka memperingati Maulid Nabi Besar S.A.W.,"Dj Mesdjad Agung Al-Ashat
minggu malam ji telah diada
kan Rapat Akbar dalam rang
ka memperingati Maulid Nab
Besar S.A.W."
684,Duta Masjarakat,1965-07-14,2,Maulid Di Al-Azhar,"                                                                                                                                                                                Perajaan Maulid di Mesdjid Besar Al-Azhar tersebut telah dimulai sedjak tanggal 9 Djuli dengan berbagai atjara2, seperti Karnaval Anak2, Gerak djalan, Balap sepeda serta Maulid chusus untuk wanita. Dan lomba seni, djuga pembatjaan ajat sutji Al-Quran.","Perajaan Maulid di Mesdjit
Besar Al Azhar tersebut telah
dimulai sedjak tanggal 9 Dju
li dengan berbagai atjara2, «
perti Karnaval Anak?, Gerak
djatan, Balap sepeda serta Mau
lid chusus untuk wanita. Dan
lomba seni, djuga pembatjaan
ajat Sutji Al-Qur'an."
685,Duta Masjarakat,1965-07-14,2,Maulid Di Al-Azhar, Dalam perajaan Maulid untuk wanita jg diadakan minggu pagi tampak berbitjara Nj. Pramono dari kepolisian. ,"Dalam perajaan Maulid ur
""uk wanita jg diadakan ming
cu pagi tampak berbitjara Nj
Pranomo dari kepo'isan. =“"
686,Duta Masjarakat,1965-07-14,2,PRESIDEN MAU HADIAHI QUR'AN,"Djakarta, 14 Djuli (DM) -","Diakarta, 14 Djyli (DM)"
688,Duta Masjarakat,1965-07-14,2,PRESIDEN MAU HADIAHI QUR'AN,                                                                                                                                                                 Kedua wanita tersebut ialah Ns. Nurjaila dan Nj. Rofikoh Dharto Wahab. ,"Kadua wanita tersebut Ia
lah Nn. Nurjaila dan Nj Rafi
koh Dharto Wahab."
689,Duta Masjarakat,1965-07-14,2,Peringatan Maulid Nabi di BNI,"Djakarta, 14-7 (DM) - Badan Pembina Kerohanian Islam Bank Negara Indonesia (Bapekis-BNI) bersama2 dengan seluruh karjawannja di Djakarta pada hari Minggu tanggal 18 Djuli 1965 jg akan datang djam 19.00 wib. akan","Li satu =: ma
Badan Pembina Kerohanian

Isjam Bank Negara Indonesia
(Bapekis-BNI) bersama? de
ngan seluruh karyawannja di
Djakarta pada hari Minggu
tanggal 18 Djul: 1909 jg akan
datang djam we wi akan"
691,Duta Masjarakat,1965-07-14,2,Ummat Islam Mempunjai Tanggu Djawab Besar Dalam Persatuan,"Djakarta, 14-7 (DM) -","Djakarti, 14-7 (DM)—"
692,Duta Masjarakat,1965-07-14,2,Ummat Islam Mempunjai Tanggu Djawab Besar Dalam Persatuan, Menteri Sekdjen Front Nasional Sudibjo menerangkan bahwa sedjarah perdjuangan Nabi Besar Muhammad SAW adalah mengandung penuh perdjuangan jang diperintahkan oleh Tuhan dan perdjuangan ini adalah untuk mewujudkan satu perdamaian.,"Menteri Sekdjen Front Na
signal Sudibjo Menerangkar
bahwa sedjarah perdjuanga’
Nabi Besar Muhammad 8.A.W
adalah mengendung penuh per
Auangan jang dwpermtahkan
oleh Tuhan, dan perdjuangan
ini adalah untuk mewudjudkan
satu perdamaian."
693,Duta Masjarakat,1965-07-14,2,Ummat Islam Mempunjai Tanggu Djawab Besar Dalam Persatuan," Karena Islam artinja damai, maka dengan demikian pardamaian tidak bisa ditjapai tanpa adanja perdjuangan oleh karena itu harus berdjuang.","Karena Islam artinja damai,
maka dengan demikian perda
maian tidak bisa ditjapai tan
pa Manja perdjuangan oleh
karena itu harus berdjuang."
694,Duta Masjarakat,1965-07-14,2,Ummat Islam Mempunjai Tanggu Djawab Besar Dalam Persatuan,"                                                                                                                                              Menteri Sudibjo mengemukakan hal ini dalam kata sambutannja pada perajaan Maulid Nabi Besar Muhammad Saw jg dilangsungkan hari Minggu jl di Lapangan Merdeka Lampung Tengah Metro, dengan dihadiri oleh Bupati KDH Lampung Tengah Major H.B. Dharmawidjaja, Tantja Tunggal Tingkat I dan II Lampung, serta berpuluh ribu Ummat Islam jang membandjiri Lapangan Merdeka."," Menteri Sudibjo mengemu-
kakan hal iri dalam kata sam
butannja pada perajaan Mau-
lud Nabi Besar Saw jg dilang
sungkan hari Minggu jl, di La
pangan Merdeka Lampung Te
ngah Metro, dengan dihadiri
oleh Bupati KDH Lampung Te
ngeh Major HB. Dwarmawi-
djaja, Tantja Tunggal Ting
kat I dan ITL Lampung, serta
berpulah rihu Ummat Islam
jang membandfiri Lapangan
Merdeka"
695,Duta Masjarakat,1965-07-14,2,Ummat Islam Mempunjai Tanggu Djawab Besar Dalam Persatuan,"                                                                                                                                                                                        Selandjutnja Menteri Sudibjo mendjelaskan tentang sedjarah mana perdjuangan Nabi Muhammad Saw. dimana diangkat mendjadi Rasul oleh Tuhan untuk merobah keadaan jang rusak mendjadi baik jang dilakukan oleh tangan2 manusia jang kotor jaitu kaum Djahiliah pada abad ke-6 di Tanah Arab. Karena masjarakat djahiliah pada waktu itu tidak mengenal Tuhan, kaum kurais merusak kaum wanita serta memperbudak manusia. Akan tetapi apa jang diperdjuangkan oleh Nabi Besar kita jaitu memerdekakan budak.","Belandjutnja Menteri Buditr
jo mendjelaskan tentang sedja
rah mama perdjuangan Nabi
Muhammad Saw, dimana dl-
angkat mendjadi Rasul oleh
Tuhan untuk merobah keada-
an jang rusak mendjadi baik
jang dilakukan oleh tangan:
manusia jang kotor jaku kaum
Djahiijah pada abad ke-4 di
Tanah Arab. Karena masjara
km djahilijah pada waktu itu
tidak mengenal Tuhan, keum
kuraie merusak kaum wanita
serta “memperbudak manusia,
Akan tetapi apa jang diper-
djuangkan oleh Nahi Besar k-
ta jartu merdekakan budak2"
